"id";"question_id";"user_id";"details";"date_modified"
"346";"191";"158";"<p>Bjr </p><p>J21 de neocate</p><p>Pds 7.3kg ,etat general moyen ,douleur abdominale tjrs</p><p>À J9 de neocate rectorragie minime de 2 jrs</p><p>CRP-, VS 15/25 ,NFS :hb 12.5 ,plq 55000,VGM 67 ,CCMH 22</p><p>GB 12000 (PN 3100,PE 1000 ,monocytes 1000 )</p><p>Depuis j21 jusqu'a j27 de neocate diarrhée avec qlq filets de sang qui a regressé depuis 2 jrs </p><p>Votre CAT ? On continue neocate jusqu'à quand ? Traitement à base de corticoide indiqué ou nn pour sa proctocolite allergique ? Autres propositions ? </p><p>Merci</p>";"2021-02-08 14:16:11"
"347";"208";"1";"<p>Bonjour,</p><p></p><p>Bien que borgne la sténose est tout de même assez longue et mériterait peut être un traitement pour la fermer. Le problème est que vu son orientation, une voie endoscopique ne paraît pas envisageable.</p><p></p><p>Comme l'enfant est strictement asymptomatique, nous vous proposons pour l'instant une attitude attentiste et de refaire le TOGD dans 3 mois.</p><p></p><p>Si d'ici là des symptômes respiratoires ou une médiastinite survenaient, il faudrait rediscuter la prise en charge. De même, la prise en charge devra être rediscutée avec le nouveau TOGD dans 3 mois, en RCP CRACMO (Pr Gottrand à Lille)</p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-02-08 16:05:12"
"348";"191";"1";"<p></p><p>Bonjour,</p><p></p><p>Les choses ont l'air de s'améliorer si je comprends bien puisqu'il n'y a plus que des filets de sang occasionnels, que la croissance semble toujours globalement préservée, que l'Hb remonte et qu'il n'y a pas de sd inflammatoire franc. En revanche la persistance (même minime) sous Neocate n'est pas en faveur d'une APLV donc je réintroduirais les PLV (à domicile si IgE PLV négatives, sinon en HDJ). </p><p></p><p>En fonction de l'évolution, il faudra peut être en effet refaire la coloscopie avant de débuter un traitement anti-inflammatoire ou immunosuppresseur.</p><p></p><p>Par ailleurs, qu'entendez vous par état général moyen ? Pourriez vous nous envoyer la courbe de croissance ?</p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-02-09 07:30:04"
"349";"206";"2";"<p>En 1991 ,Heiner Biedermann propose l'acronyme ""KiSS-syndrome"" pour ""kinetic imbalance due to suboccipital strain"". Il s'agit d'un inconfort postural avec attitude en torticolis. </p><p>Rappelons que 12% des nourrissons &lt;12 mois ont une position préférentielle de la tête et qu'environ 8% ont une asymetrie corporelle. D'autre part l'HAS affirme que tout torticolis congénitale impose la pratique d'une échographie de hanche à titre systématique.</p><p>Une seule étude sur 34 enfants montrent moins de déviation de la tête dans le groupe traité par ostéopathie...Tous les essais randomisés ne retrouvent pas de différence pour une situation temporaire qui évolue toujours favorablement.</p><p>Certains ostéopathes ont extrapolé l'inconfort postural à l'inconfort du nourrisson en général et propose une prise en charge des nourrissons irritables. Aucune étude ne recommande une telle pratique. Toutefois, à l'échelon individuel, certains parents nous expriment une certaine efficacité de cette prise en soin ostéopathique</p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-02-11 00:04:53"
"350";"207";"2";"<p>Votre question est difficile à résoudre sans image lésionnelle jointe. il est capital de voir s'il existe des lésions génitales associés trés en faveur d'un streptocoque A ou une coloration blanc nacré qui évoquerait un lichen scléreux. Votre histoire clinique évoque fortement une anite streptococcique meme si le TDR est négatif. Un traitement par amoxiciline acide clavulanique me parait pertinent effectivement dans ce contexte</p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-02-11 00:18:35"
"351";"213";"1";"<p>Bonjour,</p><p></p><p>Les rectorragies chez le bébé peuvent avoir différentes causes dont une cause allergique : la proctocolite allergique ou food protein-induced allergic proctocolitis (FPIAP) en anglais, différente du syndrome d’entérocolite induite par les protéines alimentaires (SEIPA ou FPIES en anglais).</p><p></p><p>Pour en faire le diagnostic, il faut faire une épreuve d'exclusion-réintroduction car il y a de nombreuses situations où les rectorragies sont liées à un colite idiopathique qui ne répond pas au régime d'exclusion et qui guérit spontanément. </p><p></p><p>Dans la situation que vous décrivez, il faudrait donc réintroduire les PLV 2 à 4 semaines après leur exclusion. Si les rectorragies récidivent, vous êtes bien dans le cas d'un proctocolite allergique et il faut exclure les PLV encore 3 mois avant d'essayer de les réintroduire de nouveau (Mennini, 2020).</p><p></p><p>Il est de bonne pratique de doser une fois les IgE PLV avant de réintroduire les PLV pour s'assurer que l'on est bien dans une forme non IgE médiée, ce qui est classiquement le cas dans cette présentation clinique.</p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-02-14 18:02:05"
"352";"212";"121";"<p>Bonjour concernant la maladie caeliaque l'ESPGHAN depuis 2020 ne recommande plus le typage HLA DQ2 ou DQ8, le diagnostic reposant sur la sérologie IgA antitranglutaminase &gt;10N et une sérologie anti endomysium positive sur un deuxième prélèvement (à condition d'avoir des tests valides et conforment aux standard de référence) donc à priori votre patiente peut avoir un diagnostic de maladie caeliaque (mais il faudra faire un autre prélèvement si il n'y en a eu qu'un).</p><p>concernant l'Hélicobacter  selon les recommandations de l'ESPGHAN 2016 la sérologie n'est pas indiquée comme moyen de diagnostic ou de suivi. l'évaluation de l'efficacité du traitement doit être faite sur un test respiratoire ou antigénique dans les selles.</p><p></p><p>cordialement</p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-02-18 23:42:22"
"353";"214";"3";"<p><strong>Y a t-il un intérêt à réaliser un dosage PH et sucre dans les selles après ingestion de 2g/kg de saccharose, ou peut être moins?</strong></p><ul><li>oui</li></ul><p>vous pouvez faire un test au lit du malade, avec clinique: ballonnement et diarrhée, pH et suvcre dans les selles et glycémie concomitante (si la glycémie n'augmente pas, diagnostic probable).</p><p></p><p></p><p><strong>Réalisez vous encore la chromatographie des sucres sur matières fécales? est ce réalisable? et si oui à quel labo envoyer svp?</strong></p><ul><li>Non</li></ul><p></p><p><strong>pour le diagnostic moléculaire , à quel laboratoire métropolitain adresser svp?</strong></p><ul><li>Diagnostic du déficit congénital en saccharase-isomaltase (Malabsorption congénitale du saccharose et de l'isomaltose) (gène SI)</li></ul><p>Diagnosis of congenital sucrase-isomaltase deficiency (congenital malabsorption of sucrose and isomaltose) (SI gene)</p><p></p><ul><li>Laboratoire de biochimie et biologie moléculaire</li></ul><p><strong>Centre de Biologie Sud - Espace Jacques Monot</strong></p><p><strong>CHU de Lyon HCL - GH Sud</strong></p><p><strong>165 Chemin du Grand Revoyet</strong></p><p><strong>69495&nbsp;PIERRE-BENITE&nbsp;CEDEX</strong></p><p><strong>FRANCE</strong></p><p><strong><em>Directeur du laboratoire : </em>Pr Claire RODRIGUEZ-LAFRASSE</strong></p><p><strong><em>Téléphone : </em>33 (0)4 78 86 29 72</strong></p><p><strong><em>Fax : </em>33 (0)4 78 86 66 5</strong></p><p><strong>mail: paola.rabenda@chu-lyon.fr</strong></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-02-19 17:35:11"
"354";"215";"2";"<p>la situation n'est pas préoccupante puisqu'il grossit bien. Le fait qu'il soit né avec asphyxie périnatale n'est pas anodin, et possiblement il a vécu des agressions péribuccales à l'origine de cette ""peur de manger"" bien définie chez les nourrissons. Il sera capital de proposer une diversification très progressive car ces nourrissons ont parfois des difficultés à gérer le grumeleux puis les morceaux. Il est nécessaire de vérifier qu'il ne bave pas et qu'il n'ait pas d'écoulement le long des commissures labiales comme on le constate dans les troubles de déglutitions d'origine ORL (Ish K Gulati et al Approach to Feeding Difficulties in Neonates and Infants: A Comprehensive Overview Clin Perinatol 2020 Jun;47(2):265-276.&nbsp;doi: 10.1016/j.clp.2020.02.006.&nbsp;Epub 2020 Feb 19)..</p><p>Aucun examen ne nous parait utile</p><p>Il est conseillé de ""désensibiliser"" sa sphère oro buccale avec une proposition de tétine entre les repas, des massages sur les lèvres et le visage, des sollicitations olfactives positives avec des cotons tiges imbibés de vanille (une orthophoniste pourrait l'aider dans cette perspective).</p><p>Proposez de l'alginate et les IPP doivent être interrompus au bout d'un mois de manière progressive.</p><p>Seule l'évolution va nous rassurer bien entendu</p><p>A votre disposition pour en reparler ultérieurement car la présentation est délicate à interpréter</p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-02-21 12:58:03"
"355";"217";"131";"<p>Bonjour,</p><p><em>D. fragilis </em>est le protozoaire le plus fréquemment retrouvé dans les selles à l’âge pédiatrique. Son caractère pathogène chez l’enfant est débattu [Kalleveen et al, 2020]. Une étude réalisée récente en Belgique et aux pays Bas a inclus 200 enfants de 5-19 ans symptomatiques avec douleur abdominale chronique ou diarrhée sans étiologie identifiée et 122 enfants sains témoins. <em>D.fragilis</em> était plus fréquent chez les témoins (71%) que les enfants symptomatiques (45%) [Brands et al.2019] et les marqueurs d’inflammation intestinale était équivalent dans les 2 groupes. &nbsp;Par ailleurs, <em>D.fragilis </em>est<em> </em>beaucoup plus fréquent chez l’enfant que chez l’adolescent. </p><p>Le metronidazole est le traitement le plus simple à prescrire en France pour éradiquer <em>D. fragilis. </em>Les données concernant son efficacité sont partielles, mais environ 1 enfant sur 2 est de nouveau porteur du parasite à 3 mois[Kalleveen et al, 2020].&nbsp;</p><p>Il est également difficile de conclure sur l’intérêt de l’éradication du parasite sur les symptômes type douleur abdominale et diarrhée. Plusieurs études observationnelles parfois rétrospectives ont conclu à une amélioration des symptômes pour les enfants traités mais la seule étude randomisée ayant comparé un traitement par metronidazole versus placebo n’a pas montré de différence sur l’EVA dans les 2 groupes [Röser, 2014]. &nbsp;</p><p>Au total, vous pouvez essayer un traitement par metronidazole (flagyl) 30-40mg/kg/jour 10 jours mais sans pouvoir être sûr du rôle de <em>D.Fragilis</em> concernant ces douleurs et sans garantie d’éradication du parasite. </p><p>Bonne journée</p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-02-22 21:31:22"
"356";"216";"2";"<p>bonjour</p><p>la situation décrite est difficile à gérer en ""distanciel"". Je partage votre avis sur la probable innocence du ""frein de langue"". Il y a refus du lait avec opisthotonos...inutile d'insister. Le RGO n'est pas responsable et les IPP sont peu utiles dans ce cas ( Susan R Orenstein&nbsp;et al Multicenter, double-blind, randomized, placebo-controlled trial assessing the efficacy and safety of proton pump inhibitor lansoprazole in infants with symptoms of gastroesophageal reflux disease J Pediatr</p><p>.&nbsp;2009 ;154:514-520). </p><p>Il faut profiter de la bonne diversification pour donner des cuillères mesures de lait dans les compotes et purées afin d'assurer les apports en micronutriments et donner des produits lactés infantiles type yaourts à la cuillère. Ces dégouts du lait sont mal expliqués...mais parfois constatés. L'utilisation d'autre types de formules infantiles peuvent être testées comme les hydrolysats de riz ou formules à bases de protéines de lait de chèvre ayant fait des études (Capricare*).</p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-02-23 11:02:18"
"357";"209";"5";"<p>Chère Consœur,</p><p>Je vous adresse tout d'abord mes excuses pour le retard, il y a eu un problème de boite mail.</p><p>Un enfant de moins d'un an doit boire au moins 3 biberons de préparation infantile (environ 700 ml) pour assurer ses besoins en fer, en acides gras essentiels et en acide docosahexaénoïque (DHA). L'utilisation de boissons végétales non adaptées conduit inéluctablement à des carences nutritionnelles pouvant laisser des séquelles neurologiques irréversibles, voire au décès par dénutrition majeure.</p><p>La seule solution pour ces parents qui refusent les produits d'origine animale est de prescrire une préparation infantile à base d'hydrolysat de riz (Modilac Riz ou Novalac Riz). Il n'est probablement pas allergique au lait de vache, mais peu importe, il est difficile de discuter avec ce type de parents dont les convictions dépassent leur bon sens.</p><p>Je vous joins les recommandations du GFHGNP pour les enfants soumis à un régime végétarien, et 3 autres articles qui illustrent la gravité potentielle de ces régimes déviants imposés aux nourrissons.</p><p>Bien cordialement.</p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-02-23 12:07:11"
"358";"211";"5";"<p>Chère Consœur,</p><p>Le site de l'AFPA laits.fr a la liste des préparations infantiles relativement tenue à jour.</p><p>Vous avez également une description détaillée de toutes les préparations infantiles ainsi que leurs indications et éventuel intérêt dans le livre suivant : Tounian P, Javalet M, Sarrio F. Alimentation de l’enfant de 0 à 3 ans. Collection Pédiatrie au quotidien, 3e édition. Masson. 2017. Cet ouvrage est cependant ancien (2017) et la liste des préparations infantiles n'est pas du tout à jour.</p><p>Si vous avez des questions précises concernant une formule infantile en particulier ou un groupe de préparations infantiles, j'y répondrai avec plaisir.</p><p>Bien cordialement.</p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-02-23 12:18:58"
"359";"209";"500";"<p>Merci pour votre réponse et pour les liens. </p><p>Très bonne journée</p><p></p>";"2021-02-23 13:06:13"
"360";"221";"1";"<p>Bonjour,</p><p></p><p>La survenue de rectorragies chez un nouveau-né est le plus souvent la traduction de situations bénignes. L’allergie aux protéines du lait de vache (PLV) est le diagnostic le plus fréquemment évoquée, bien qu’il ne soit pas en cause dans la majorité des cas (Arvola, 2006).</p><p>&nbsp;</p><p>Dans votre cas, vous avez déjà éliminé les causes locales (fissure anale, des érosions péri-anales), et chirurgicales (une entérocolite ulcéronécrosante, un volvulus) par l’examen clinique. Il conviendrait d'éliminer formellement une infection (peu probable étant donné le caractère chronique) par la réalisation d'une coporoculture). </p><p></p><p>﻿Ainsi, en l’absence d’autres signes associés (diarrhée, vomissements, perte de poids, altération de l’état général), il était  logique d’exclure les PLV (et œufs) chez la mère. Il faut bien penser en revanche à supplémenter la mère en calcium (1 g/j) pour compenser l’absence de produits laitiers dans son alimentation.</p><p>&nbsp;</p><p>Comme les rectorragies ont persisté au-delà de 15 jours après l’exclusion des PLV, on peut les réintroduire dans l’alimentation de la mère, le diagnostic d’allergie aux PLV (et œufs) médié par le lait de mère ayant été ainsi exclu.</p><p>&nbsp;</p><p>Compte tenu de la bénignité de la situation, il faudra rassurer la mère (pour ne pas provoquer d’arrêt intempestif de l’allaitement), éviter les exclusions alimentaires multiples et la faire patienter jusqu’au sevrage de l’allaitement qui permettra la guérison des rectorragies dans les 1 à 2 semaines qui suivent. Les rectorragies peuvent donc persister plusieurs mois si l’allaitement se prolonge, sans aggraver le pronostic ni remettre en cause le diagnostic. L’origine de ces rectorragies sous lait de mère n’est pas parfaitement connue. On évoque une allergie aux protéines ingérées par la mère et excr.t.es dans son lait ou une hyperplasie lymphoïde liée à la stimulation des follicules lymphoïdes intestinaux par le Transforming Growth Factor-β (TGF-β) contenu dans le lait de mère.</p><p></p><p>Le 'pas à pas' de la SFP rédigé par le Pr Tounian et le Dr Lemoine est mis en référence</p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-03-03 09:25:22"
"361";"221";"275";"<p>Bonjour </p><p>Merci  de votre réponse.</p><p>Bien cordialement.</p>";"2021-03-03 10:33:20"
"362";"222";"3";"<p>Bonjour</p><p>Pourriez vous reformuler votre question, je pense que des éléménts ne m'apparaissent pas.</p><p>Le titre est: Diarrhée chronique</p><p>Le corps du texte: Fille agée e 3ans souffrant d'une constipation de l'age de 12mois.</p><p>Pourriez vous m'en dire plus?</p><p></p><p>Merci</p><p></p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-03-03 16:49:12"
"363";"225";"1";"<p>Bonjour,</p><p></p><p>L'encoprésie chez l'enfant est due à une constipation sous-jacente dans 80% des cas (Yilanli 2020). Lorsqu'il n'y a pas de constipation, on parle d'encoprésie non rétentionnelle (Functional NonRetentive Fecal Incontinence - FNRFI en anglais). Une incontinence urinaire est fréquemment associée. Pour s’assurer de l’absence de constipation sous-jacente, l’obtention d’un calendrier défécatoire sur 15 jours voire la réalisation d’un transit aux marqueurs (ASP successifs après ingestion de petits marqueurs radio-opaques) peuvent aider.</p><p></p><p>Dans le cas d’une FNRFI (Koppen 2016), il faut éliminer les causes organiques sous-jacentes suivantes : la malformation anorectale opérée, la maladie de Hirschsprung opérée, le dysraphisme spinal, le traumatisme de la moelle épinière, la tumeur de la moelle épinière, la paralysie cérébrale et les myopathies affectant le plancher pelvien et le sphincter anal externe. Ces causes seront recherchées principalement à l’examen clinique. Deux examens complémentaires peuvent se discuter&nbsp;:</p><p></p><p>1)&nbsp;&nbsp;&nbsp;L'imagerie de la moelle épinière (IRM) est recommandée uniquement chez les enfants présentant des troubles neurologiques ou des symptômes physiques, tels qu'une anomalie de la fossette coccygienne évocateurs d'anomalies de la moelle épinière (Bessis 2016).</p><p>2)&nbsp;&nbsp;&nbsp;La manométrie anorectale peut être utilisée pour évaluer la pression anale et la sensation rectale en cas de lésion de la moelle épinière ou de lésions locales des muscles du sphincter anal.</p><p></p><p>Par ailleurs, une évaluation psychologique standardisée est indispensable en raison de la fréquence élevée de troubles émotionnels ou comportementaux chez ces enfants. En fonction de cette première évaluation, une consultation pédopsychiatrique pourra être envisagée.</p><p></p><p>Enfin, le traitement de ces patients repose sur une approche multimodale comprenant une réassurance/déculpabilisation, une rééducation des habitus, une approche motivationnelle, une prise en charge psychologique voire comportementale, et éventuellement une rééducation par biofeedback. Les laxatifs ne sont pas indiqués chez ces patients car ils majorent les symptômes. Les médicaments comme le lopéramide doivent être utilisés avec circonspection.</p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-03-04 11:55:16"
"364";"227";"3";"<p>Bonjour</p><p></p><p>L'adenolymphite mésenterique est une augmentation d'un ganglion dans la FID de plus de 8mm sans cause inflammatoire secondaire.</p><p>Les diagnostics différentiels sont l'appendicite aigüe, l'IIA, la constipation, la torsion ovarienne, une pneumopathie basale, un purpura rhumatoide, une infection urinaire, un lymphome.</p><p></p><p>Le problème est surtout de differenceir adénolymphite primaire (augmentation du volume ganglionnaire sans cause inflammatoire/infectieuse), pour laquelle la prise en charge repose sur la réassurance et un traitement antalgique</p><p>de l'adénolymphite secondaire.</p><p>Dans le cas de l'adenolymphite secondaire, on différencie aussi</p><p>--&gt; aigûe</p><ul><li>appendicite</li><li>infectieux</li><li>yersiniose, salmonelle</li><li>fievre enterique</li><li>infection mononuclée (EBV, toxo, bartnella henselae)</li></ul><p>--&gt; chronique</p><ul><li>MICI</li><li>Maladie inflammatoire systémique/LEAD, sarcoidose, granulomatose</li><li>lymphome</li><li>HIV</li><li>BK</li></ul><p></p><p>La douleur d'une adenolymphite primaire est sensée diparaitre en 2-3 semaines</p><p>les examens NFS, plaquettes, CRP, echo abdo voir TDM abdo, coproculture, calprotectine fécale permettent d'eliminer une adenolymphite secondaire.</p><p>Si les choses s'enveniment, une consultation avec un gastro pour assoir la réassurance peut etre benefique.</p><p></p><p>Un article en français</p><p><a href=""https://www.realites-pediatriques.com/adenolymphite-mesenterique%E2%80%89-est-elle-vraiment-responsable-de-douleurs-abdominales%E2%80%89/"" rel=""noopener noreferrer"" target=""_blank"">https://www.realites-pediatriques.com/adenolymphite-mesenterique%E2%80%89-est-elle-vraiment-responsable-de-douleurs-abdominales%E2%80%89/</a>&nbsp;</p><p></p><p>J'espère avoir répondu à votre question</p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-03-04 12:20:38"
"365";"228";"3";"<p>Bonjour</p><p></p><p>L'intolerance au lactose peut etre responsable d'un RGO.</p><p>Pour confirmer le diagnostic, 2 examens sont disponibles un breath test au lactose ou la génétique.</p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-03-04 18:06:00"
"366";"229";"2";"<p>Bonjour</p><p>Malheureusement le seul atlas disponible en endoscopie digestive pédiatrique est un livre qui coute 120 euros</p><p>Pediatric Gastrointestinal Endoscopy: Textbook And Atlas&nbsp;(Anglais) Relié – 16 décembre 2005 de&nbsp;Harland Winter&nbsp;(Auteur),&nbsp;M Murphy&nbsp;(Auteur),&nbsp;Jean-Francois Mougenot&nbsp;(Auteur)</p><p>voici les recommandations officielles de la SFED</p><p>nous sommes à votre disposition si vous envoyez par notre réseau sécurisé des images d'endoscopie pour vous aider à les interpréter</p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-03-05 09:39:34"
"367";"220";"2";"<p>bonjour</p><p>En fait le lait de chèvre dans sa composition est plus proche du lait humain que le lait de vache. Mais il n'est pas adapté pour les nourrisson avec en particulier un manque de vitamine B9 (folates) qui peut être préjudiciable. Depuis maintenant plusieurs années, l'EFSA (société européenne de sécurité alimentaire) a validé une formule infantile à base de protéines de lait de chèvre. Donc un lait de chèvre natif n'est pas adapté, mais cette formule infantile l'est. Depuis cette note officielle, d'autres firmes ont produit des formules infantiles à base de protéines de lait de chèvre en copiant la composition. En nutrition infantile, on ne peut génériquer et chaque formule, même si elle parait identique, est différente in fine dans le lait reconstitué.</p><p>Les études qui ont permis d'étiqueter ""formule infantile"" ce type de lait ont été faite à partir d'un lait d'origine néozélandaise : Capricare*. Il est disponible en France.</p><p>Il a montré son efficacité sur la croissance des nourrissons et une réduction du taux d'eczema. Du fait des analogies épitopiques il n'est pas conseillé aux enfants allergiques aux PLV. Le GFHGNP a écrit un guide de recommandations à ce sujet (cf ref)</p><p>Donc lait de chèvre non, formules infantiles à base de lait de chèvre oui...si possible Capricare* car ce produit a été validé par des études.</p><p></p><p>Zhou, S. J., Sullivan, T., Gibson, R. A., Lönnerdal, B., Prosser, C. G., Lowry, D. J., &amp; Makrides, M. (2014). Nutritional adequacy of a goat milk infant formulas for term infants: A double blinded randomised controlled trial. British Journal of Nutrition, 111, 1641-1651</p><p>.Colin G Prosser Compositional and functional characteristics of goat milk and relevance as a base for infant formula J Food Sci&nbsp;2021;86:257-265</p><p>&nbsp;</p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-03-05 10:56:41"
"368";"229";"573";"<p>Bonjour, merci beaucoup pour votre réponse. </p>";"2021-03-05 11:27:42"
"369";"218";"5";"<p>Chère Consœur,</p><p>L'argument avancé pour craindre les vitamines D médicamenteuses est la présence de perturbateurs endocriniens. Il s'agit bien sûr d'un argument totalement infondé mais qui s'est répandu dans les réseaux sociaux, entretenu par certains médecins.</p><p>Les autres produits ne sont pas soumis à l'autorisation de l'ANSM pour être vendus et n'offrent donc pas les mêmes garanties avec des dosages qui sont parfois inadéquats et peuvent ainsi conduire à des surdosages.</p><p>L'ANSM a d'ailleurs envoyé une alerte dans ce sens que je vous joins.</p><p>Il est donc nécessaire de rassurer vos patients sur le risque infondé lié aux vitamines D actuellement disponibles et les prévenir des risques réels qu'ils prennent en utilisant des produits non validés par l'ANSM.</p><p>Bien cordialement.</p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-03-05 12:14:45"
"370";"219";"5";"<p>Cher Confrère,</p><p>Malheureusement, ce courant de pensée mortifère et dénué de tout fondement scientifique endoctrine nos jeunes et met en danger les nourrissons et jeunes enfants.</p><p>Une fois ceci dit, il faut faire au mieux pour préserver la santé des enfants.</p><p>Pour que l’alimentation de votre petit fils soit équilibrée il faudrait qu’il consomme 3 produits laitiers par jour, quel qu’il soit (lait de chèvre, fromage de chèvre, etc.), et un apport de lait de croissance ou équivalent est nécessaire pour assurer le besoins en fer. Il faut utiliser soit une préparation infantile à base de lait de chèvre. Le meilleur est Capricare, mais pourquoi pas Holle. Il faut qu’il consomme au moins 250 ml par jour avec au moins 1 portion carnée quotidienne. Enfin, ne pas oublier 1 ou 2 portions de poisson par semaine.</p><p>Je vous joins pour information les recommandations de notre société savante pour les végétaliens (bien que ce ne soit pas encore le problème de votre petit fils, mais cela pourrait venir) et quelques cas cliniques qui pourraient faire réfléchir votre fille.</p><p>Cordialement.</p><p></p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-03-05 12:17:26"
"371";"226";"5";"<p>Chère Consœur,</p><p></p><p>Les laits dits ""relais"" sont purement commerciaux, ils n'ont aucune justification scientifique. Leur composition ne se distingue pas de manière significative d'un lait standard. Il est donc totalement inutile de les prescrire.</p><p>Bien cordialement.</p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-03-05 12:23:37"
"372";"223";"121";"<p>Bonjour s’il existe de nombreux articles concernant le suivi et la prise en charge des femmes enceintes ayant une hépatite auto-immune, il existe peu de données concernant les enfants. Les risques semblent surtout être un risque de prématurité (17% vs 6%), on peut noter un risque d emort foetale entre 14 et 24%. Il ne semble pas y avoir de surisque de malformations congénitales. Selon Heneghan et all sur 31 enfants suivis sur une période médiane de 10 ans on ne note pas d'élément particulier notamment hépatique <em>""The 31 surviving children born to these patients have been followed up now for a median of 10 years (range 1.5–16). On the occasion of the last clinic visit by their mothers, or following recent interview with the patients’ primary care physicians, abnormalities have been identified in only two children: one boy aged seven years who developed Perthes’ disease of the hip, and the physical and mental handicap in the infant delivered by caesarean section described above."" </em>L'allaitement est possible sous Azathioprine. Il n'y pas d'information sur le passage des auto-anticorps par voie transplacentaire. Au total le risque semble surtout être pour la mère il n'y a pas de recommandations de bilan particulier pour l'enfant si il va bien.</p><p>Cordialement </p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-03-05 15:56:57"
"373";"224";"131";"<p>Bonjour,</p><p>Merci pour votre question. Vous trouverez ci-après les recommandations de l'ESPGHAN (la société de gastroentéropédiatrie européenne) qui datent de 2012, des recos anglaises récentes sur le management en soin primaire (2019) et une mise au point de 2018 du comité de nutrition en France. Il y a d'autres guidelines récentes non européennes ou pas en anglais. </p><p>Je joins également un papier de 2015  que je trouve assez didactique.</p><p>Je vous rajoute également un article de JAMA de 2020 qui souligne l'importance des sur-diagnostics notamment en cas de suspicion d'allergie non-IgE médiée et ses risques. La problématique des liens d'intérêt des auteurs de ces recos avec les industries laitières est mise en avant (d'autres auteurs ont fait cette même remarque également). </p><p>en espérant avoir répondu à votre question</p><p>bien cdt</p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-03-06 20:49:21"
